loc,year,pid
Romania,2036,3240
USA,2036,3241
USA,2036,3242
USA,2036,3243
USA,2036,3244
Greece,2036,3245
Serbia,2036,3246
USA,2036,3247
USA,2036,3248
USA,2036,3249
USA,2036,3250
USA,2036,3251
Germany,2036,3252
Germany,2035,3253
USA,2035,3254
USA,2035,3255
USA,2035,3256
USA,2035,3257
USA,2035,3258
USA,2035,3259
USA,2035,3260
USA,2035,3261
USA,2034,3262
USA,2034,3263
USA,2034,3264
USA,2034,3265
USA,2034,3266
USA,2034,3267
USA,2034,3268
USA,2034,3269
USA,2038,3270
USA,2038,3271
USA,2038,3272
USA,2038,3273
USA,2038,3274
USA,2038,3275
USA,2038,3276
USA,2038,3277
China,2038,3278
Czech Republic,2038,3279
USA,2038,3280
USA,2038,3281
USA,2038,3282
USA,2038,3283
USA,2038,3284
USA,2038,3285
USA,2038,3286
USA,2038,3287
USA,2038,3288
USA,2038,3289
USA,2038,3290
Russia,2038,3291
USA,2038,3292
USA,2038,3293
Sudan,2038,3294
Canada,2038,3295
USA,2038,3296
Spain,2038,3297
USA,2038,3298
USA,2038,3299
Greece,2038,3300
USA,2038,3301
USA,2038,3302
USA,2038,3303
USA,2038,3304
USA,2037,3305
USA,2037,3306
USA,2037,3307
USA,2037,3308
Spain,2037,3309
USA,2037,3310
USA,2037,3311
USA,2037,3312
USA,2037,3313
USA,2037,3314
USA,2037,3315
USA,2037,3316
Canada,2037,3317
USA,2037,3318
USA,2037,3319
USA,2037,3320
USA,2037,3321
USA,2037,3322
USA,2036,3323
USA,2036,3324
USA,2036,3325
USA,2036,3326
USA,2036,3327
USA,2036,3328
USA,2036,3329
Guadeloupe,2036,3330
USA,2036,3331
USA,2035,3332
Netherlands,2035,3333
USA,2035,3334
USA,2035,3335
USA,2035,3336
USA,2035,3337
USA,2035,3338
USA,2035,3339
USA,2039,3340
USA,2039,3341
USA,2039,3342
USA,2039,3343
Poland,2039,3344
USA,2039,3345
USA,2039,3346
USA,2039,3347
USA,2039,3348
Spain,2039,3349
USA,2039,3350
USA,2039,3351
USA,2039,3352
USA,2039,3353
USA,2039,3354
USA,2039,3355
USA,2039,3356
USA,2039,3357
Australia,2039,3358
USA,2039,3359
USA,2039,3360
USA,2039,3361
Australia,2039,3362
USA,2039,3363
USA,2039,3364
USA,2039,3365
USA,2039,3366
Spain,2039,3367
USA,2039,3368
USA,2039,3369
USA,2039,3370
USA,2039,3371
USA,2039,3372
USA,2039,3373
USA,2039,3374
USA,2038,3375
USA,2038,3376
USA,2038,3377
USA,2038,3378
USA,2038,3379
USA,2038,3380
USA,2038,3381
USA,2038,3382
USA,2038,3383
USA,2038,3384
USA,2038,3385
USA,2038,3386
USA,2038,3387
USA,2038,3388
Canada,2038,3389
USA,2038,3390
France,2038,3391
USA,2038,3392
Bosnia and Herzegovina,2037,3393
USA,2037,3394
Serbia,2037,3395
USA,2037,3396
USA,2037,3397
USA,2037,3398
USA,2037,3399
USA,2037,3400
USA,2037,3401
USA,2036,3402
France,2036,3403
USA,2036,3404
Lithuania,2036,3405
USA,2036,3406
USA,2036,3407
USA,2036,3408
Nigeria,2036,3409
Italy,2040,3410
USA,2040,3411
USA,2040,3412
USA,2040,3413
Cameroon,2040,3414
Montenegro,2040,3415
USA,2040,3416
USA,2040,3417
USA,2040,3418
USA,2040,3419
USA,2040,3420
Canada,2040,3421
USA,2040,3422
Serbia,2040,3423
USA,2040,3424
USA,2040,3425
USA,2040,3426
USA,2040,3427
USA,2040,3428
USA,2040,3429
USA,2040,3430
USA,2040,3431
Cameroon,2040,3432
USA,2040,3433
USA,2040,3434
France,2040,3435
USA,2040,3436
Gabon,2040,3437
Canada,2040,3438
USA,2040,3439
England,2040,3440
France,2040,3441
USA,2040,3442
USA,2040,3443
Montenegro,2040,3444
USA,2039,3445
USA,2039,3446
USA,2039,3447
USA,2039,3448
USA,2039,3449
USA,2039,3450
USA,2039,3451
USA,2039,3452
USA,2039,3453
USA,2039,3454
USA,2039,3455
Poland,2039,3456
USA,2039,3457
USA,2039,3458
USA,2039,3459
USA,2039,3460
USA,2039,3461
USA,2039,3462
USA,2038,3463
USA,2038,3464
USA,2038,3465
USA,2038,3466
USA,2038,3467
USA,2038,3468
USA,2038,3469
USA,2038,3470
USA,2038,3471
USA,2037,3472
USA,2037,3473
USA,2037,3474
USA,2037,3475
Greece,2037,3476
USA,2037,3477
USA,2037,3478
USA,2037,3479
USA,2041,3480
USA,2041,3481
USA,2041,3482
USA,2041,3483
Scotland,2041,3484
USA,2041,3485
USA,2041,3486
USA,2041,3487
USA,2041,3488
USA,2041,3489
USA,2041,3490
USA,2041,3491
USA,2041,3492
USA,2041,3493
USA,2041,3494
USA,2041,3495
USA,2041,3496
USA,2041,3497
USA,2041,3498
USA,2041,3499
Scotland,2041,3500
USA,2041,3501
USA,2041,3502
USA,2041,3503
Canada,2041,3504
USA,2041,3505
USA,2041,3506
Italy,2041,3507
Nigeria,2041,3508
USA,2041,3509
USA,2041,3510
USA,2041,3511
USA,2041,3512
USA,2041,3513
USA,2041,3514
USA,2040,3515
USA,2040,3516
USA,2040,3517
USA,2040,3518
USA,2040,3519
USA,2040,3520
USA,2040,3521
USA,2040,3522
USA,2040,3523
USA,2040,3524
USA,2040,3525
USA,2040,3526
USA,2040,3527
USA,2040,3528
USA,2040,3529
USA,2040,3530
USA,2040,3531
USA,2040,3532
USA,2039,3533
USA,2039,3534
USA,2039,3535
USA,2039,3536
USA,2039,3537
USA,2039,3538
Spain,2039,3539
USA,2039,3540
USA,2039,3541
USA,2038,3542
USA,2038,3543
USA,2038,3544
USA,2038,3545
USA,2038,3546
USA,2038,3547
USA,2038,3548
USA,2038,3549
USA,2042,3550
USA,2042,3551
France,2042,3552
USA,2042,3553
Denmark,2042,3554
Cameroon,2042,3555
Hungary,2042,3556
USA,2042,3557
Germany,2042,3558
USA,2042,3559
USA,2042,3560
USA,2042,3561
USA,2042,3562
Canada,2042,3563
USA,2042,3564
USA,2042,3565
USA,2042,3566
USA,2042,3567
Czech Republic,2042,3568
USA,2042,3569
USA,2042,3570
South Sudan,2042,3571
USA,2042,3572
USA,2042,3573
USA,2042,3574
USA,2042,3575
USA,2042,3576
USA,2042,3577
USA,2042,3578
Canada,2042,3579
USA,2042,3580
USA,2042,3581
USA,2042,3582
USA,2042,3583
USA,2042,3584
USA,2041,3585
USA,2041,3586
Croatia,2041,3587
USA,2041,3588
USA,2041,3589
Israel,2041,3590
USA,2041,3591
USA,2041,3592
USA,2041,3593
France,2041,3594
USA,2041,3595
Serbia,2041,3596
USA,2041,3597
Cameroon,2041,3598
Israel,2041,3599
USA,2041,3600
Germany,2041,3601
USA,2041,3602
USA,2040,3603
Bulgaria,2040,3604
USA,2040,3605
USA,2040,3606
Croatia,2040,3607
USA,2040,3608
USA,2040,3609
USA,2040,3610
USA,2040,3611
USA,2039,3612
USA,2039,3613
USA,2039,3614
USA,2039,3615
USA,2039,3616
USA,2039,3617
USA,2039,3618
USA,2039,3619
USA,2043,3620
USA,2043,3621
Slovenia,2043,3622
USA,2043,3623
USA,2043,3624
USA,2043,3625
Poland,2043,3626
USA,2043,3627
USA,2043,3628
USA,2043,3629
USA,2043,3630
USA,2043,3631
USA,2043,3632
USA,2043,3633
USA,2043,3634
USA,2043,3635
USA,2043,3636
USA,2043,3637
USA,2043,3638
Canada,2043,3639
USA,2043,3640
USA,2043,3641
USA,2043,3642
USA,2043,3643
USA,2043,3644
USA,2043,3645
USA,2043,3646
USA,2043,3647
USA,2043,3648
USA,2043,3649
USA,2043,3650
USA,2043,3651
USA,2043,3652
USA,2043,3653
USA,2043,3654
USA,2042,3655
USA,2042,3656
USA,2042,3657
USA,2042,3658
USA,2042,3659
USA,2042,3660
USA,2042,3661
France,2042,3662
Belgium,2042,3663
USA,2042,3664
USA,2042,3665
USA,2042,3666
USA,2042,3667
USA,2042,3668
USA,2042,3669
USA,2042,3670
Sudan,2042,3671
Senegal,2042,3672
USA,2041,3673
USA,2041,3674
USA,2041,3675
USA,2041,3676
USA,2041,3677
USA,2041,3678
Bahamas,2041,3679
Croatia,2041,3680
England,2041,3681
USA,2040,3682
USA,2040,3683
USA,2040,3684
USA,2040,3685
USA,2040,3686
USA,2040,3687
USA,2040,3688
USA,2040,3689
USA,2044,3690
USA,2044,3691
USA,2044,3692
Guadeloupe,2044,3693
USA,2044,3694
USA,2044,3695
USA,2044,3696
USA,2044,3697
USA,2044,3698
USA,2044,3699
USA,2044,3700
USA,2044,3701
USA,2044,3702
USA,2044,3703
Italy,2044,3704
USA,2044,3705
USA,2044,3706
USA,2044,3707
USA,2044,3708
USA,2044,3709
USA,2044,3710
USA,2044,3711
USA,2044,3712
USA,2044,3713
USA,2044,3714
USA,2044,3715
USA,2044,3716
Hungary,2044,3717
USA,2044,3718
USA,2044,3719
USA,2044,3720
USA,2044,3721
USA,2044,3722
USA,2044,3723
USA,2044,3724
USA,2043,3725
France,2043,3726
USA,2043,3727
USA,2043,3728
USA,2043,3729
USA,2043,3730
USA,2043,3731
USA,2043,3732
USA,2043,3733
USA,2043,3734
USA,2043,3735
USA,2043,3736
Serbia,2043,3737
USA,2043,3738
USA,2043,3739
USA,2043,3740
USA,2043,3741
USA,2043,3742
USA,2042,3743
USA,2042,3744
USA,2042,3745
USA,2042,3746
Slovenia,2042,3747
USA,2042,3748
Nigeria,2042,3749
USA,2042,3750
USA,2042,3751
Germany,2041,3752
USA,2041,3753
USA,2041,3754
Senegal,2041,3755
USA,2041,3756
Turkey,2041,3757
USA,2041,3758
USA,2041,3759
USA,2045,3760
Ukraine,2045,3761
USA,2045,3762
USA,2045,3763
USA,2045,3764
Guinea,2045,3765
Cameroon,2045,3766
USA,2045,3767
USA,2045,3768
Serbia,2045,3769
Cameroon,2045,3770
USA,2045,3771
USA,2045,3772
Bosnia and Herzegovina,2045,3773
Russia,2045,3774
USA,2045,3775
USA,2045,3776
USA,2045,3777
USA,2045,3778
USA,2045,3779
USA,2045,3780
Puerto Rico,2045,3781
USA,2045,3782
Canada,2045,3783
Romania,2045,3784
USA,2045,3785
USA,2045,3786
USA,2045,3787
USA,2045,3788
USA,2045,3789
USA,2045,3790
USA,2045,3791
Bosnia and Herzegovina,2045,3792
Greece,2045,3793
USA,2045,3794
USA,2044,3795
USA,2044,3796
USA,2044,3797
USA,2044,3798
USA,2044,3799
USA,2044,3800
USA,2044,3801
USA,2044,3802
USA,2044,3803
Montenegro,2044,3804
USA,2044,3805
Macedonia,2044,3806
USA,2044,3807
Canada,2044,3808
USA,2044,3809
USA,2044,3810
Ghana,2044,3811
USA,2044,3812
USA,2043,3813
USA,2043,3814
USA,2043,3815
USA,2043,3816
USA,2043,3817
USA,2043,3818
Croatia,2043,3819
Serbia,2043,3820
USA,2043,3821
USA,2042,3822
USA,2042,3823
USA,2042,3824
USA,2042,3825
USA,2042,3826
USA,2042,3827
USA,2042,3828
USA,2042,3829
Uruguay,2046,3830
USA,2046,3831
USA,2046,3832
USA,2046,3833
USA,2046,3834
USA,2046,3835
USA,2046,3836
USA,2046,3837
USA,2046,3838
USA,2046,3839
USA,2046,3840
USA,2046,3841
USA,2046,3842
USA,2046,3843
USA,2046,3844
USA,2046,3845
USA,2046,3846
USA,2046,3847
USA,2046,3848
Germany,2046,3849
USA,2046,3850
USA,2046,3851
USA,2046,3852
USA,2046,3853
USA,2046,3854
USA,2046,3855
Estonia,2046,3856
USA,2046,3857
USA,2046,3858
USA,2046,3859
USA,2046,3860
China,2046,3861
USA,2046,3862
USA,2046,3863
USA,2046,3864
USA,2045,3865
USA,2045,3866
USA,2045,3867
USA,2045,3868
USA,2045,3869
Australia,2045,3870
USA,2045,3871
USA,2045,3872
USA,2045,3873
Serbia,2045,3874
USA,2045,3875
USA,2045,3876
USA,2045,3877
USA,2045,3878
USA,2045,3879
USA,2045,3880
USA,2045,3881
Mexico,2045,3882
USA,2044,3883
USA,2044,3884
USA,2044,3885
USA,2044,3886
Brazil,2044,3887
USA,2044,3888
Greece,2044,3889
USA,2044,3890
Australia,2044,3891
USA,2043,3892
USA,2043,3893
USA,2043,3894
USA,2043,3895
Canada,2043,3896
USA,2043,3897
Senegal,2043,3898
France,2043,3899
USA,2047,3900
USA,2047,3901
USA,2047,3902
Serbia,2047,3903
USA,2047,3904
USA,2047,3905
USA,2047,3906
USA,2047,3907
USA,2047,3908
USA,2047,3909
USA,2047,3910
USA,2047,3911
USA,2047,3912
Serbia,2047,3913
USA,2047,3914
USA,2047,3915
Cameroon,2047,3916
USA,2047,3917
USA,2047,3918
Sudan,2047,3919
USA,2047,3920
USA,2047,3921
USA,2047,3922
USA,2047,3923
Canada,2047,3924
Mali,2047,3925
USA,2047,3926
USA,2047,3927
Canada,2047,3928
Brazil,2047,3929
USA,2047,3930
USA,2047,3931
USA,2047,3932
USA,2047,3933
USA,2047,3934
USA,2046,3935
USA,2046,3936
USA,2046,3937
USA,2046,3938
USA,2046,3939
USA,2046,3940
USA,2046,3941
Italy,2046,3942
USA,2046,3943
Canada,2046,3944
USA,2046,3945
USA,2046,3946
USA,2046,3947
Serbia,2046,3948
Serbia,2046,3949
USA,2046,3950
USA,2046,3951
USA,2046,3952
USA,2045,3953
USA,2045,3954
USA,2045,3955
Spain,2045,3956
Czech Republic,2045,3957
Jamaica,2045,3958
USA,2045,3959
Australia,2045,3960
USA,2045,3961
USA,2044,3962
USA,2044,3963
USA,2044,3964
USA,2044,3965
USA,2044,3966
Bosnia and Herzegovina,2044,3967
Dominican Republic,2044,3968
USA,2044,3969
USA,2048,3970
USA,2048,3971
USA,2048,3972
USA,2048,3973
USA,2048,3974
Canada,2048,3975
USA,2048,3976
USA,2048,3977
USA,2048,3978
USA,2048,3979
USA,2048,3980
USA,2048,3981
Canada,2048,3982
Brazil,2048,3983
USA,2048,3984
USA,2048,3985
USA,2048,3986
USA,2048,3987
USA,2048,3988
Spain,2048,3989
USA,2048,3990
USA,2048,3991
USA,2048,3992
USA,2048,3993
USA,2048,3994
USA,2048,3995
USA,2048,3996
USA,2048,3997
USA,2048,3998
USA,2048,3999
USA,2048,4000
USA,2048,4001
Mali,2048,4002
USA,2048,4003
USA,2048,4004
USA,2047,4005
USA,2047,4006
USA,2047,4007
USA,2047,4008
USA,2047,4009
USA,2047,4010
Bosnia and Herzegovina,2047,4011
USA,2047,4012
USA,2047,4013
USA,2047,4014
USA,2047,4015
USA,2047,4016
USA,2047,4017
USA,2047,4018
USA,2047,4019
Colombia,2047,4020
Italy,2047,4021
USA,2047,4022
Bosnia and Herzegovina,2046,4023
USA,2046,4024
USA,2046,4025
USA,2046,4026
Cameroon,2046,4027
USA,2046,4028
Senegal,2046,4029
USA,2046,4030
USA,2046,4031
USA,2045,4032
USA,2045,4033
Montenegro,2045,4034
USA,2045,4035
Lithuania,2045,4036
USA,2045,4037
USA,2045,4038
USA,2045,4039
USA,2049,4040
USA,2049,4041
USA,2049,4042
Greece,2049,4043
USA,2049,4044
Canada,2049,4045
Serbia,2049,4046
Italy,2049,4047
USA,2049,4048
Italy,2049,4049
USA,2049,4050
USA,2049,4051
USA,2049,4052
USA,2049,4053
USA,2049,4054
USA,2049,4055
USA,2049,4056
Macedonia,2049,4057
USA,2049,4058
USA,2049,4059
USA,2049,4060
USA,2049,4061
USA,2049,4062
USA,2049,4063
USA,2049,4064
USA,2049,4065
USA,2049,4066
USA,2049,4067
USA,2049,4068
USA,2049,4069
USA,2049,4070
USA,2049,4071
USA,2049,4072
USA,2049,4073
USA,2049,4074
Russia,2048,4075
Serbia,2048,4076
USA,2048,4077
Canada,2048,4078
USA,2048,4079
USA,2048,4080
USA,2048,4081
Puerto Rico,2048,4082
USA,2048,4083
USA,2048,4084
USA,2048,4085
USA,2048,4086
USA,2048,4087
USA,2048,4088
USA,2048,4089
USA,2048,4090
USA,2048,4091
USA,2048,4092
USA,2047,4093
Latvia,2047,4094
USA,2047,4095
USA,2047,4096
USA,2047,4097
Canada,2047,4098
USA,2047,4099
Spain,2047,4100
USA,2047,4101
USA,2046,4102
USA,2046,4103
USA,2046,4104
USA,2046,4105
USA,2046,4106
USA,2046,4107
USA,2046,4108
USA,2046,4109
USA,2050,4110
Germany,2050,4111
USA,2050,4112
USA,2050,4113
Kazakhstan,2050,4114
USA,2050,4115
USA,2050,4116
USA,2050,4117
USA,2050,4118
China,2050,4119
USA,2050,4120
USA,2050,4121
Serbia,2050,4122
Germany,2050,4123
USA,2050,4124
USA,2050,4125
USA,2050,4126
USA,2050,4127
USA,2050,4128
USA,2050,4129
USA,2050,4130
Italy,2050,4131
Central African Republic,2050,4132
Sweden,2050,4133
USA,2050,4134
USA,2050,4135
USA,2050,4136
USA,2050,4137
USA,2050,4138
USA,2050,4139
USA,2050,4140
USA,2050,4141
USA,2050,4142
USA,2050,4143
USA,2050,4144
USA,2049,4145
USA,2049,4146
Latvia,2049,4147
USA,2049,4148
Brazil,2049,4149
Canada,2049,4150
Denmark,2049,4151
USA,2049,4152
USA,2049,4153
USA,2049,4154
Guinea,2049,4155
USA,2049,4156
USA,2049,4157
USA,2049,4158
USA,2049,4159
USA,2049,4160
Sudan,2049,4161
Argentina,2049,4162
USA,2048,4163
USA,2048,4164
Portugal,2048,4165
USA,2048,4166
China,2048,4167
Canada,2048,4168
USA,2048,4169
USA,2048,4170
Poland,2048,4171
Canada,2047,4172
England,2047,4173
Belgium,2047,4174
Iceland,2047,4175
USA,2047,4176
USA,2047,4177
USA,2047,4178
USA,2047,4179
USA,2051,4180
USA,2051,4181
USA,2051,4182
USA,2051,4183
USA,2051,4184
USA,2051,4185
USA,2051,4186
USA,2051,4187
USA,2051,4188
USA,2051,4189
USA,2051,4190
USA,2051,4191
USA,2051,4192
USA,2051,4193
USA,2051,4194
Czech Republic,2051,4195
USA,2051,4196
USA,2051,4197
USA,2051,4198
USA,2051,4199
USA,2051,4200
USA,2051,4201
USA,2051,4202
Germany,2051,4203
USA,2051,4204
USA,2051,4205
Bahamas,2051,4206
Mali,2051,4207
USA,2051,4208
USA,2051,4209
USA,2051,4210
USA,2051,4211
USA,2051,4212
USA,2051,4213
Scotland,2051,4214
USA,2050,4215
USA,2050,4216
Switzerland,2050,4217
USA,2050,4218
USA,2050,4219
USA,2050,4220
USA,2050,4221
USA,2050,4222
USA,2050,4223
USA,2050,4224
USA,2050,4225
USA,2050,4226
Germany,2050,4227
USA,2050,4228
USA,2050,4229
USA,2050,4230
USA,2050,4231
USA,2050,4232
USA,2049,4233
USA,2049,4234
USA,2049,4235
USA,2049,4236
USA,2049,4237
USA,2049,4238
USA,2049,4239
USA,2049,4240
USA,2049,4241
USA,2048,4242
USA,2048,4243
USA,2048,4244
USA,2048,4245
USA,2048,4246
USA,2048,4247
USA,2048,4248
USA,2048,4249
USA,2052,4250
USA,2052,4251
USA,2052,4252
USA,2052,4253
USA,2052,4254
USA,2052,4255
USA,2052,4256
USA,2052,4257
USA,2052,4258
USA,2052,4259
France,2052,4260
USA,2052,4261
USA,2052,4262
Canada,2052,4263
USA,2052,4264
USA,2052,4265
USA,2052,4266
USA,2052,4267
USA,2052,4268
Puerto Rico,2052,4269
USA,2052,4270
Russia,2052,4271
USA,2052,4272
USA,2052,4273
USA,2052,4274
USA,2052,4275
USA,2052,4276
USA,2052,4277
USA,2052,4278
USA,2052,4279
USA,2052,4280
USA,2052,4281
USA,2052,4282
USA,2052,4283
USA,2052,4284
Nigeria,2051,4285
USA,2051,4286
Germany,2051,4287
USA,2051,4288
USA,2051,4289
USA,2051,4290
USA,2051,4291
USA,2051,4292
USA,2051,4293
USA,2051,4294
USA,2051,4295
USA,2051,4296
USA,2051,4297
USA,2051,4298
USA,2051,4299
USA,2051,4300
Ukraine,2051,4301
USA,2051,4302
USA,2050,4303
USA,2050,4304
USA,2050,4305
USA,2050,4306
Canada,2050,4307
USA,2050,4308
USA,2050,4309
France,2050,4310
USA,2050,4311
Greece,2049,4312
USA,2049,4313
USA,2049,4314
USA,2049,4315
USA,2049,4316
USA,2049,4317
Ukraine,2049,4318
USA,2049,4319
USA,2053,4320
USA,2053,4321
USA,2053,4322
USA,2053,4323
USA,2053,4324
USA,2053,4325
France,2053,4326
USA,2053,4327
USA,2053,4328
USA,2053,4329
USA,2053,4330
USA,2053,4331
USA,2053,4332
USA,2053,4333
USA,2053,4334
USA,2053,4335
USA,2053,4336
USA,2053,4337
Bosnia and Herzegovina,2053,4338
USA,2053,4339
USA,2053,4340
USA,2053,4341
USA,2053,4342
USA,2053,4343
USA,2053,4344
USA,2053,4345
USA,2053,4346
USA,2053,4347
USA,2053,4348
USA,2053,4349
USA,2053,4350
USA,2053,4351
USA,2053,4352
USA,2053,4353
USA,2053,4354
USA,2052,4355
USA,2052,4356
USA,2052,4357
USA,2052,4358
USA,2052,4359
USA,2052,4360
USA,2052,4361
Nigeria,2052,4362
USA,2052,4363
USA,2052,4364
USA,2052,4365
USA,2052,4366
Russia,2052,4367
USA,2052,4368
USA,2052,4369
USA,2052,4370
USA,2052,4371
France,2052,4372
Canada,2051,4373
USA,2051,4374
USA,2051,4375
USA,2051,4376
USA,2051,4377
USA,2051,4378
USA,2051,4379
USA,2051,4380
USA,2051,4381
Russia,2050,4382
Slovakia,2050,4383
USA,2050,4384
USA,2050,4385
Argentina,2050,4386
USA,2050,4387
USA,2050,4388
USA,2050,4389
USA,2054,4390
USA,2054,4391
USA,2054,4392
USA,2054,4393
USA,2054,4394
USA,2054,4395
USA,2054,4396
USA,2054,4397
USA,2054,4398
USA,2054,4399
USA,2054,4400
Greece,2054,4401
USA,2054,4402
USA,2054,4403
USA,2054,4404
USA,2054,4405
USA,2054,4406
USA,2054,4407
USA,2054,4408
USA,2054,4409
USA,2054,4410
England,2054,4411
USA,2054,4412
Slovenia,2054,4413
Turkey,2054,4414
USA,2054,4415
USA,2054,4416
USA,2054,4417
USA,2054,4418
USA,2054,4419
USA,2054,4420
USA,2054,4421
USA,2054,4422
USA,2054,4423
USA,2054,4424
Brazil,2053,4425
Montenegro,2053,4426
USA,2053,4427
USA,2053,4428
USA,2053,4429
USA,2053,4430
USA,2053,4431
USA,2053,4432
USA,2053,4433
USA,2053,4434
USA,2053,4435
USA,2053,4436
USA,2053,4437
USA,2053,4438
USA,2053,4439
USA,2053,4440
USA,2053,4441
USA,2053,4442
USA,2052,4443
USA,2052,4444
USA,2052,4445
USA,2052,4446
USA,2052,4447
USA,2052,4448
USA,2052,4449
USA,2052,4450
USA,2052,4451
USA,2051,4452
USA,2051,4453
USA,2051,4454
USA,2051,4455
USA,2051,4456
USA,2051,4457
USA,2051,4458
USA,2051,4459
USA,2055,4460
Spain,2055,4461
USA,2055,4462
Canada,2055,4463
USA,2055,4464
USA,2055,4465
USA,2055,4466
Australia,2055,4467
Central African Republic,2055,4468
USA,2055,4469
USA,2055,4470
USA,2055,4471
Senegal,2055,4472
Canada,2055,4473
USA,2055,4474
USA,2055,4475
USA,2055,4476
USA,2055,4477
USA,2055,4478
USA,2055,4479
USA,2055,4480
Senegal,2055,4481
USA,2055,4482
USA,2055,4483
Serbia,2055,4484
USA,2055,4485
USA,2055,4486
Spain,2055,4487
USA,2055,4488
USA,2055,4489
USA,2055,4490
USA,2055,4491
USA,2055,4492
USA,2055,4493
USA,2055,4494
USA,2054,4495
USA,2054,4496
Argentina,2054,4497
USA,2054,4498
USA,2054,4499
USA,2054,4500
USA,2054,4501
England,2054,4502
USA,2054,4503
USA,2054,4504
USA,2054,4505
USA,2054,4506
Georgia,2054,4507
USA,2054,4508
Spain,2054,4509
Australia,2054,4510
USA,2054,4511
USA,2054,4512
USA,2053,4513
USA,2053,4514
USA,2053,4515
USA,2053,4516
France,2053,4517
USA,2053,4518
USA,2053,4519
USA,2053,4520
Lithuania,2053,4521
USA,2052,4522
USA,2052,4523
USA,2052,4524
USA,2052,4525
USA,2052,4526
USA,2052,4527
USA,2052,4528
USA,2052,4529
USA,2056,4530
USA,2056,4531
USA,2056,4532
USA,2056,4533
USA,2056,4534
USA,2056,4535
USA,2056,4536
USA,2056,4537
USA,2056,4538
Canada,2056,4539
USA,2056,4540
USA,2056,4541
USA,2056,4542
USA,2056,4543
USA,2056,4544
USA,2056,4545
USA,2056,4546
USA,2056,4547
Australia,2056,4548
USA,2056,4549
USA,2056,4550
USA,2056,4551
USA,2056,4552
Slovenia,2056,4553
USA,2056,4554
USA,2056,4555
USA,2056,4556
USA,2056,4557
Panama,2056,4558
USA,2056,4559
USA,2056,4560
Australia,2056,4561
USA,2056,4562
Serbia,2056,4563
USA,2056,4564
USA,2055,4565
USA,2055,4566
USA,2055,4567
USA,2055,4568
USA,2055,4569
USA,2055,4570
USA,2055,4571
Uruguay,2055,4572
USA,2055,4573
USA,2055,4574
USA,2055,4575
France,2055,4576
USA,2055,4577
Spain,2055,4578
Greece,2055,4579
USA,2055,4580
USA,2055,4581
USA,2055,4582
USA,2054,4583
USA,2054,4584
USA,2054,4585
USA,2054,4586
USA,2054,4587
USA,2054,4588
Angola,2054,4589
USA,2054,4590
USA,2054,4591
USA,2053,4592
USA,2053,4593
USA,2053,4594
Bosnia and Herzegovina,2053,4595
USA,2053,4596
USA,2053,4597
USA,2053,4598
Kosovo,2053,4599
Spain,2057,4600
USA,2057,4601
USA,2057,4602
USA,2057,4603
USA,2057,4604
USA,2057,4605
USA,2057,4606
Germany,2057,4607
USA,2057,4608
USA,2057,4609
USA,2057,4610
USA,2057,4611
USA,2057,4612
Haiti,2057,4613
USA,2057,4614
USA,2057,4615
Kosovo,2057,4616
USA,2057,4617
USA,2057,4618
USA,2057,4619
USA,2057,4620
USA,2057,4621
USA,2057,4622
USA,2057,4623
Nigeria,2057,4624
USA,2057,4625
USA,2057,4626
USA,2057,4627
USA,2057,4628
USA,2057,4629
USA,2057,4630
USA,2057,4631
USA,2057,4632
USA,2057,4633
Puerto Rico,2057,4634
USA,2056,4635
USA,2056,4636
USA,2056,4637
USA,2056,4638
USA,2056,4639
Serbia,2056,4640
Mali,2056,4641
USA,2056,4642
USA,2056,4643
USA,2056,4644
USA,2056,4645
USA,2056,4646
USA,2056,4647
Senegal,2056,4648
Greece,2056,4649
USA,2056,4650
USA,2056,4651
USA,2056,4652
USA,2055,4653
USA,2055,4654
USA,2055,4655
USA,2055,4656
USA,2055,4657
USA,2055,4658
USA,2055,4659
France,2055,4660
USA,2055,4661
China,2054,4662
USA,2054,4663
USA,2054,4664
Bosnia and Herzegovina,2054,4665
USA,2054,4666
USA,2054,4667
USA,2054,4668
USA,2054,4669
USA,2058,4670
USA,2058,4671
USA,2058,4672
USA,2058,4673
USA,2058,4674
USA,2058,4675
Italy,2058,4676
USA,2058,4677
USA,2058,4678
USA,2058,4679
USA,2058,4680
USA,2058,4681
USA,2058,4682
USA,2058,4683
USA,2058,4684
USA,2058,4685
Latvia,2058,4686
USA,2058,4687
USA,2058,4688
USA,2058,4689
USA,2058,4690
USA,2058,4691
USA,2058,4692
Canada,2058,4693
USA,2058,4694
USA,2058,4695
Slovenia,2058,4696
USA,2058,4697
USA,2058,4698
New Zealand,2058,4699
USA,2058,4700
USA,2058,4701
USA,2058,4702
USA,2058,4703
Canada,2058,4704
Canada,2057,4705
USA,2057,4706
USA,2057,4707
USA,2057,4708
USA,2057,4709
USA,2057,4710
USA,2057,4711
USA,2057,4712
USA,2057,4713
Serbia,2057,4714
Puerto Rico,2057,4715
USA,2057,4716
USA,2057,4717
USA,2057,4718
USA,2057,4719
USA,2057,4720
USA,2057,4721
USA,2057,4722
France,2056,4723
USA,2056,4724
USA,2056,4725
Mali,2056,4726
USA,2056,4727
USA,2056,4728
USA,2056,4729
Chad,2056,4730
USA,2056,4731
USA,2055,4732
Serbia,2055,4733
Turkey,2055,4734
USA,2055,4735
Lithuania,2055,4736
